Date,Ticker,Company,Sector,Market Cap (B),Price,SEPA Score,Tech Score,Fund Score,RS Rank,EPS Growth %,Rev Growth %,Streak (days),Status,Strict,EPS Accel
2026-02-23,MU,"Micron Technology, Inc.",Technology,481.91,428.17,100,10,10,98,231.0,69.4,2,RETAINED,Y,Y
2026-02-23,WDC,Western Digital Corporation,Technology,97.62,285.52,100,10,10,98,251.5,31.5,2,RETAINED,Y,Y
2026-02-23,PPIH,"Perma-Pipe International Holdings, Inc.",Industrials,0.27,33.82,100,10,10,94,258.8,35.9,2,RETAINED,Y,Y
2026-02-23,GEV,GE Vernova Inc.,Industrials,225.29,830.34,100,10,10,91,1342.5,36.4,2,RETAINED,Y,Y
2026-02-23,CGAU,CGAU,--,0.00,19.05,96,10,9,95,456.6,30.7,2,RETAINED,Y,Y
2026-02-23,EFXT,EFXT,--,0.00,19.45,96,10,9,91,146.7,38.5,2,RETAINED,Y,Y
2026-02-23,DY,DY,--,0.00,429.73,96,10,9,90,225.6,33.9,2,RETAINED,Y,Y
2026-02-23,AEIS,AEIS,--,0.00,331.23,93,10,8,95,111.7,21.0,2,RETAINED,Y,Y
2026-02-23,HLIO,"Helios Technologies, Inc.",Industrials,2.46,74.23,93,10,8,90,114.6,22.7,2,RETAINED,Y,Y
2026-02-23,WPM,Wheaton Precious Metals Corp.,Basic Materials,68.37,150.38,93,10,8,90,316.6,25.2,2,RETAINED,Y,Y
2026-02-23,VIK,Viking Holdings Ltd,Consumer Cyclical,34.96,78.80,93,8,10,80,343.9,48.2,2,RETAINED,N,Y
2026-02-23,STX,Seagate Technology Holdings plc,Technology,89.65,411.11,91,9,9,97,74.4,30.8,2,RETAINED,Y,Y
2026-02-23,VISN,"Vistance Networks, Inc.",Technology,4.20,18.97,91,9,9,96,235.6,39.4,2,RETAINED,Y,Y
2026-02-23,ARIS,ARIS,--,0.00,21.01,90,8,9,98,93.7,70.9,2,RETAINED,Y,Y
2026-02-23,BELFB,BELFB,--,0.00,235.04,90,10,7,95,1136.1,19.4,2,RETAINED,N,Y
2026-02-23,NGL,NGL Energy Partners LP,Energy,1.49,11.98,90,10,7,93,243.8,11.0,2,RETAINED,N,Y
2026-02-23,SSRM,SSR Mining Inc.,Basic Materials,6.21,30.46,90,10,7,93,1078.1,19.4,2,RETAINED,N,Y
2026-02-23,FSM,Fortuna Mining Corp.,Basic Materials,3.77,12.27,90,10,7,92,989.5,-16.8,2,RETAINED,N,Y
2026-02-23,LUV,Southwest Airlines Co.,Industrials,26.94,52.09,90,10,7,90,116.8,15.8,2,RETAINED,N,Y
2026-02-23,MTZ,"MasTec, Inc.",Industrials,22.40,283.86,90,10,7,90,115.0,16.6,2,RETAINED,N,Y
2026-02-23,NOC,Northrop Grumman Corporation,Industrials,103.27,723.56,90,8,9,81,196.7,23.7,2,RETAINED,N,Y
2026-02-23,LITE,Lumentum Holdings Inc.,Technology,47.68,667.77,89,10,7,99,77.3,56.5,2,RETAINED,Y,N
2026-02-23,NGD,New Gold Inc.,Basic Materials,9.71,12.22,89,8,10,97,158.3,76.4,2,RETAINED,Y,Y
2026-02-23,IAG,IAMGOLD Corporation,Basic Materials,13.17,22.20,89,8,10,96,61.7,50.4,2,RETAINED,Y,Y
2026-02-23,FTI,TechnipFMC plc,Energy,26.10,63.49,88,10,7,90,37.8,11.8,2,RETAINED,N,Y
2026-02-23,GOLD,"Gold.com, Inc.",Financial Services,1.66,58.82,87,9,8,97,36.2,115.2,2,RETAINED,Y,Y
2026-02-23,SHIP,Seanergy Maritime Holdings Corp,Industrials,0.29,13.81,87,10,7,90,92.1,12.8,2,RETAINED,N,Y
2026-02-23,ALM,ALM,--,0.00,14.74,86,8,9,99,514.2,38.5,2,RETAINED,Y,Y
2026-02-23,KEP,Korea Electric Power Corporation,Utilities,28.82,22.45,86,8,9,93,269.7,21.4,2,RETAINED,Y,Y
2026-02-23,TPB,"Turning Point Brands, Inc.",Consumer Defensive,2.58,135.52,85,7,10,86,771.1,140.5,2,RETAINED,Y,Y
2026-02-23,ADI,ADI,--,0.00,355.03,85,8,8,85,101.3,26.9,2,RETAINED,Y,Y
2026-02-23,NVST,Envista Holdings Corporation,Healthcare,4.79,29.12,85,8,8,85,82.8,21.7,2,RETAINED,Y,Y
2026-02-23,AG,AG,--,0.00,27.55,84,10,6,99,100.2,65.4,2,RETAINED,Y,N
2026-02-23,CSTM,CSTM,--,0.00,25.44,84,10,6,94,102.7,38.3,2,RETAINED,Y,N
2026-02-23,PRIM,Primoris Services Corporation,Industrials,9.15,169.36,84,10,6,91,75.3,25.1,2,RETAINED,Y,N
2026-02-23,WFRD,Weatherford International plc,Energy,7.49,104.44,84,8,8,86,81.6,8.0,2,RETAINED,N,Y
2026-02-23,GOLF,Acushnet Holdings Corp.,Consumer Cyclical,5.99,102.17,84,7,10,79,4246.9,47.7,2,RETAINED,N,Y
2026-02-23,TOL,"Toll Brothers, Inc.",Consumer Cyclical,15.39,162.00,84,7,10,75,151.4,84.1,2,RETAINED,N,Y
2026-02-23,FIX,"Comfort Systems USA, Inc.",Industrials,51.59,1462.23,83,8,7,96,99.9,31.2,2,RETAINED,Y,N
2026-02-23,OR,OR Royalties Inc.,Basic Materials,8.21,43.68,83,7,9,89,1050.1,28.3,2,RETAINED,Y,Y
2026-02-23,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,39.85,34.22,83,7,9,88,124.3,21.1,2,RETAINED,Y,Y
2026-02-23,MSGE,Madison Square Garden Entertainment Corp.,Consumer Cyclical,3.01,63.71,83,6,10,83,1053.7,89.7,2,RETAINED,N,Y
2026-02-23,MNST,Monster Beverage Corporation,Consumer Defensive,81.84,83.76,83,7,9,75,93.7,21.3,2,RETAINED,N,Y
2026-02-23,FN,Fabrinet,Technology,19.57,546.13,82,8,8,90,38.6,29.9,2,RETAINED,Y,Y
2026-02-23,SNEX,StoneX Group Inc.,Financial Services,6.75,128.67,82,8,7,84,93.9,5.8,2,RETAINED,N,Y
2026-02-23,SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,148.77,23.38,82,8,7,81,997.6,18.7,2,RETAINED,N,Y
2026-02-23,CDE,CDE,--,0.00,24.63,81,7,9,97,604.9,81.6,2,RETAINED,Y,Y
2026-02-23,CCJ,CCJ,--,0.00,121.35,81,7,9,92,185.3,52.1,1,NEW,Y,Y
2026-02-23,AXGN,AXGN,--,0.00,35.30,81,10,5,91,57.3,21.6,2,RETAINED,Y,N
2026-02-23,B,B,--,0.00,47.96,81,7,9,91,407.6,91.6,2,RETAINED,Y,Y
2026-02-23,TPR,"Tapestry, Inc.",Consumer Cyclical,32.15,157.09,81,8,7,89,176.1,57.9,2,RETAINED,Y,N
2026-02-23,EIX,EIX,--,0.00,73.74,81,7,9,78,117.6,44.3,2,RETAINED,N,Y
2026-02-23,JOE,The St. Joe Company,Real Estate,4.14,71.52,81,7,9,77,104.6,54.4,2,RETAINED,N,Y
2026-02-23,CTRE,CTRE,--,0.00,40.05,81,7,9,72,69.1,50.0,2,RETAINED,N,Y
2026-02-23,NDSN,Nordson Corporation,Industrials,16.20,290.17,81,7,9,71,60.2,22.2,2,RETAINED,N,Y
2026-02-23,AU,AU,--,0.00,114.25,80,10,5,95,42.3,38.1,2,RETAINED,Y,N
2026-02-23,TIGO,Millicom International Cellular S.A.,Communication Services,11.04,66.08,80,10,5,91,509.4,-0.6,2,RETAINED,N,N
2026-02-23,HTHT,H World Group Limited,Consumer Cyclical,16.65,54.11,80,7,9,75,2898.0,15.6,2,RETAINED,N,Y
2026-02-23,SKYT,"SkyWater Technology, Inc.",Technology,1.37,28.14,79,8,7,96,21109.6,99.7,2,RETAINED,N,N
2026-02-23,VRT,Vertiv Holdings Co,Industrials,93.26,243.75,79,8,7,91,170.9,41.5,2,RETAINED,Y,N
2026-02-23,CLMT,CLMT,--,0.00,28.14,79,8,7,89,670.0,13.5,2,RETAINED,N,Y
2026-02-23,KB,KB Financial Group Inc.,Financial Services,42.19,117.66,79,8,7,89,146.9,5.5,2,RETAINED,N,Y
2026-02-23,PKE,Park Aerospace Corp.,Industrials,0.52,25.85,79,8,7,87,136.8,2.3,2,RETAINED,N,Y
2026-02-23,MYE,"Myers Industries, Inc.",Consumer Cyclical,0.84,22.58,79,8,7,86,65.0,0.8,2,RETAINED,N,Y
2026-02-23,NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,0.47,26.88,79,8,7,86,1561.7,8.6,2,RETAINED,N,Y
2026-02-23,INSW,"International Seaways, Inc.",Energy,3.33,67.47,79,8,7,85,96.9,0.9,2,RETAINED,N,Y
2026-02-23,TEN,Tsakos Energy Navigation Limited,Energy,0.94,31.15,79,8,7,83,98.9,-1.1,2,RETAINED,N,Y
2026-02-23,GVA,Granite Construction Incorporated,Industrials,5.93,135.79,79,8,7,81,54.6,66.6,2,RETAINED,N,N
2026-02-23,ELE,ELE,--,0.00,22.06,78,7,8,95,924.6,24.4,2,RETAINED,Y,Y
2026-02-23,ORLA,Orla Mining Ltd.,Basic Materials,6.35,18.69,78,10,5,93,88.9,196.4,2,RETAINED,N,N
2026-02-23,KGC,Kinross Gold Corporation,Basic Materials,40.89,33.45,78,6,9,92,112.2,27.3,2,RETAINED,Y,Y
2026-02-23,MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,18.27,243.59,78,10,5,90,54.0,15.1,2,RETAINED,N,N
2026-02-23,CW,CW,--,0.00,707.45,78,8,6,87,35.2,17.5,2,RETAINED,N,Y
2026-02-23,FNV,Franco-Nevada Corporation,Basic Materials,50.40,260.40,78,6,9,85,63.9,51.9,2,RETAINED,Y,Y
2026-02-23,TTC,The Toro Company,Industrials,9.96,101.76,78,8,6,80,38.3,7.2,2,RETAINED,N,Y
2026-02-23,KN,Knowles Corporation,Technology,2.35,27.54,78,7,8,79,950.0,22.7,2,RETAINED,N,Y
2026-02-23,PLAB,"Photronics, Inc.",Technology,2.24,38.00,77,8,6,93,44.2,1.7,2,RETAINED,N,Y
2026-02-23,CPS,CPS,--,0.00,39.54,77,8,7,92,114.4,0.8,2,RETAINED,N,Y
2026-02-23,BAP,BAP,--,0.00,350.25,77,7,7,87,54.3,17.6,2,RETAINED,N,Y
2026-02-23,BTG,BTG,--,0.00,5.39,77,6,9,86,62.6,56.7,2,RETAINED,Y,Y
2026-02-23,AGCO,AGCO,--,0.00,137.75,77,6,9,77,809.5,42.4,2,RETAINED,N,Y
2026-02-23,VAL,Valaris Limited,Energy,6.66,95.75,76,10,4,94,40.7,1.9,2,RETAINED,N,N
2026-02-23,DBD,DBD,--,0.00,81.24,76,8,6,84,497.6,31.3,2,RETAINED,N,N
2026-02-23,HBM,Hudbay Minerals Inc.,Basic Materials,9.90,24.98,75,7,7,96,950.9,-40.7,2,RETAINED,N,Y
2026-02-23,ALNT,ALNT,--,0.00,68.37,75,10,4,91,115.0,13.7,2,RETAINED,N,N
2026-02-23,AGI,AGI,--,0.00,47.84,75,6,8,88,215.4,23.0,2,RETAINED,Y,Y
2026-02-23,PANL,Pangaea Logistics Solutions Ltd.,Industrials,0.61,9.30,75,8,6,87,44.7,14.6,2,RETAINED,N,Y
2026-02-23,BWLP,BWLP,--,0.00,17.92,75,7,7,84,84.9,11.9,2,RETAINED,N,Y
2026-02-23,MLKN,"MillerKnoll, Inc.",Consumer Cyclical,1.53,22.34,75,7,7,82,90.6,9.0,2,RETAINED,N,Y
2026-02-23,MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,219.00,19.36,75,7,7,76,356.6,17.9,2,RETAINED,N,Y
2026-02-23,GE,GE Aerospace,Industrials,362.03,343.22,75,7,7,74,28.5,28.0,2,RETAINED,N,Y
2026-02-23,AEM,AEM,--,0.00,228.26,73,8,6,90,86.9,44.4,2,RETAINED,Y,N
2026-02-23,UI,Ubiquiti Inc.,Technology,45.41,750.32,73,9,5,90,29.5,22.7,2,RETAINED,N,N
2026-02-23,NSSC,"Napco Security Technologies, Inc.",Industrials,1.64,45.86,73,7,7,80,33.4,9.6,2,RETAINED,N,Y
2026-02-23,BVN,BVN,--,0.00,38.41,72,7,6,95,136.4,55.6,2,RETAINED,Y,N
2026-02-23,GFI,Gold Fields Limited,Basic Materials,48.68,54.09,72,8,6,92,196.8,71.4,2,RETAINED,Y,N
2026-02-23,SHLS,"Shoals Technologies Group, Inc.",Technology,1.78,10.61,72,8,5,89,51.9,26.9,2,RETAINED,Y,N
2026-02-23,EZPW,"EZCORP, Inc.",Financial Services,1.57,25.37,72,8,5,86,74.5,24.7,2,RETAINED,Y,N
2026-02-23,MFG,"Mizuho Financial Group, Inc.",Financial Services,115.05,9.35,72,5,9,85,997.7,32.3,2,RETAINED,Y,Y
2026-02-23,NMR,"Nomura Holdings, Inc.",Financial Services,27.08,9.23,72,7,7,77,27.2,40.1,2,RETAINED,N,Y
2026-02-23,PAAS,Pan American Silver Corp.,Basic Materials,27.31,64.70,71,8,5,94,56.7,4.8,2,RETAINED,N,N
2026-02-23,IESC,"IES Holdings, Inc.",Industrials,10.36,519.67,71,10,3,92,29.4,4.4,2,RETAINED,N,N
2026-02-23,AIR,AIR,--,0.00,116.97,71,6,7,88,288.8,17.3,2,RETAINED,N,Y
2026-02-23,CDLR,CDLR,--,0.00,26.64,71,7,6,87,73.4,79.5,2,RETAINED,Y,N
2026-02-23,LPG,Dorian LPG Ltd.,Energy,1.52,35.52,71,7,6,87,483.2,58.1,2,RETAINED,Y,N
2026-02-23,LYG,Lloyds Banking Group plc,Financial Services,84.51,5.75,71,7,6,82,23.6,23.0,2,RETAINED,N,Y
2026-02-23,MG,"Mistras Group, Inc.",Industrials,0.47,14.83,71,7,7,78,152.4,13.2,2,RETAINED,N,Y
2026-02-23,HAL,Halliburton Company,Energy,29.55,35.11,71,7,7,77,188.7,4.4,2,RETAINED,N,Y
2026-02-23,KWR,Quaker Chemical Corporation,Basic Materials,3.03,174.44,71,7,7,76,114.8,11.2,2,RETAINED,N,Y
2026-02-23,CVE,CVE,--,0.00,22.57,71,7,7,75,780.8,-13.2,2,RETAINED,N,Y
2026-02-23,BKR,BKR,--,0.00,62.21,71,7,7,74,117.9,14.9,2,RETAINED,N,Y
2026-02-23,SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,1.87,80.12,71,7,7,73,3055.6,0.2,2,RETAINED,N,Y
2026-02-23,BNS,BNS,--,0.00,77.29,71,7,7,72,93.5,3.5,2,RETAINED,N,Y
2026-02-23,E,E,--,0.00,44.20,71,7,7,72,249.1,-14.0,2,RETAINED,N,Y
2026-02-23,NGS,"Natural Gas Services Group, Inc.",Energy,0.48,37.83,71,7,7,71,101.9,6.7,2,RETAINED,N,Y
2026-02-23,GLW,Corning Incorporated,Technology,119.69,139.51,70,8,5,95,243.9,22.1,2,RETAINED,Y,N
2026-02-23,DG,DG,--,0.00,150.64,70,10,3,91,47.8,3.3,2,RETAINED,N,N
2026-02-23,ASML,ASML,--,0.00,1469.59,70,7,6,89,20.6,25.5,2,RETAINED,N,Y
2026-02-23,R,"Ryder System, Inc.",Industrials,8.83,224.06,70,7,6,77,34.7,1.5,2,RETAINED,N,Y
2026-02-23,CFFN,CFFN,--,0.00,7.68,70,7,6,71,31.9,17.0,2,RETAINED,N,Y
2026-02-23,WWD,"Woodward, Inc.",Industrials,23.64,394.03,69,10,3,91,22.7,12.8,2,RETAINED,N,N
2026-02-23,MYRG,MYR Group Inc.,Industrials,4.36,281.01,69,8,5,88,101.2,14.5,2,RETAINED,N,N
2026-02-23,KNSA,"Kiniksa Pharmaceuticals International, plc",Healthcare,3.62,47.77,69,7,6,87,107.4,47.6,2,RETAINED,Y,N
2026-02-23,JBL,Jabil Inc.,Technology,28.96,271.09,69,8,5,83,24.8,23.4,2,RETAINED,N,N
2026-02-23,LCII,LCI Industries,Consumer Cyclical,3.58,147.58,69,5,8,81,554.6,29.1,2,RETAINED,N,Y
2026-02-23,TILE,"Interface, Inc.",Consumer Cyclical,1.90,32.56,69,6,7,76,112.0,8.8,2,RETAINED,N,Y
2026-02-23,BTSG,BTSG,--,0.00,41.06,68,6,7,86,249.0,9.2,2,RETAINED,N,Y
2026-02-23,IX,ORIX Corporation,Financial Services,39.08,35.34,68,8,4,85,48.5,25.3,2,RETAINED,Y,N
2026-02-23,VALE,Vale S.A.,Basic Materials,71.33,16.71,68,6,7,85,286.9,2.9,2,RETAINED,N,Y
2026-02-23,REZI,"Resideo Technologies, Inc.",Industrials,5.50,36.72,68,6,7,84,578.3,0.3,2,RETAINED,N,Y
2026-02-23,CC,CC,--,0.00,17.04,68,6,7,82,650.0,7.2,2,RETAINED,N,Y
2026-02-23,HSBC,HSBC Holdings plc,Financial Services,302.64,88.15,68,6,7,80,1405.4,6.9,2,RETAINED,N,Y
2026-02-23,VICR,Vicor Corporation,Technology,7.64,170.01,67,8,5,98,176.1,14.8,2,RETAINED,N,N
2026-02-23,DIOD,DIOD,--,0.00,68.45,67,5,7,83,129.9,17.9,2,RETAINED,N,Y
2026-02-23,HG,"Hamilton Insurance Group, Ltd.",Financial Services,3.02,30.42,67,7,6,77,301.5,16.9,2,RETAINED,N,N
2026-02-23,SON,Sonoco Products Company,Consumer Cyclical,5.57,56.45,67,6,7,77,186.1,478.4,2,RETAINED,N,N
2026-02-23,APG,APG,--,0.00,44.64,67,7,6,76,38.8,12.0,2,RETAINED,N,Y
2026-02-23,BEN,BEN,--,0.00,27.67,67,6,7,75,68.8,10.2,2,RETAINED,N,Y
2026-02-23,NPO,Enpro Inc.,Industrials,5.78,274.57,67,6,7,73,55.4,10.9,2,RETAINED,N,Y
2026-02-23,ECO,ECO,--,0.00,49.20,66,8,4,89,82.3,6.4,2,RETAINED,N,N
2026-02-23,WGO,"Winnebago Industries, Inc.",Consumer Cyclical,1.32,46.82,66,6,7,74,1275.0,13.3,2,RETAINED,N,Y
2026-02-23,SCHL,Scholastic Corporation,Communication Services,0.83,32.44,65,4,9,79,1452.8,64.3,2,RETAINED,N,Y
2026-02-23,AX,AX,--,0.00,97.32,65,6,6,74,22.0,25.0,2,RETAINED,N,Y
2026-02-23,ASM,ASM,--,0.00,9.12,64,8,4,98,51.3,-13.7,2,RETAINED,N,N
2026-02-23,COHR,COHR,--,0.00,248.18,64,8,4,96,833.8,12.5,2,RETAINED,N,N
2026-02-23,ESLT,Elbit Systems Ltd.,Industrials,34.05,724.73,64,8,3,92,48.2,-0.4,2,RETAINED,N,N
2026-02-23,PARR,"Par Pacific Holdings, Inc.",Energy,2.17,42.75,64,7,5,87,371.6,9.9,2,RETAINED,N,N
2026-02-23,TATT,TAT Technologies Ltd.,Industrials,0.68,52.85,64,6,6,87,35.4,12.6,2,RETAINED,N,Y
2026-02-23,WLDN,"Willdan Group, Inc.",Industrials,1.76,119.00,63,6,6,96,78.5,26.3,2,RETAINED,Y,N
2026-02-23,DOCN,DOCN,--,0.00,63.63,63,5,7,86,767.0,12.1,2,RETAINED,N,Y
2026-02-23,NGVT,Ingevity Corporation,Basic Materials,2.63,72.19,63,5,7,86,162.0,11.5,2,RETAINED,N,Y
2026-02-23,OII,"Oceaneering International, Inc.",Energy,3.49,34.79,63,8,3,84,27.1,4.1,2,RETAINED,N,N
2026-02-23,WS,"Worthington Steel, Inc.",Basic Materials,2.24,44.07,63,7,4,83,36.2,26.8,2,RETAINED,N,N
2026-02-23,CLH,CLH,--,0.00,284.69,63,6,6,75,41.5,8.3,2,RETAINED,N,Y
2026-02-23,NEM,Newmont Corporation,Basic Materials,134.15,122.13,62,7,4,92,30.6,-2.3,2,RETAINED,N,N
2026-02-23,ECG,ECG,--,0.00,108.16,62,6,5,88,65.3,29.9,2,RETAINED,Y,N
2026-02-23,TFPM,Triple Flag Precious Metals Corp.,Basic Materials,7.81,37.71,62,7,4,87,50.0,25.9,2,RETAINED,Y,N
2026-02-23,MOV,"Movado Group, Inc.",Consumer Cyclical,0.57,25.81,62,8,3,81,43.0,6.6,2,RETAINED,N,N
2026-02-23,IFS,Intercorp Financial Services Inc.,Financial Services,5.60,50.43,62,7,5,78,59.3,-4.7,2,RETAINED,N,N
2026-02-23,CASY,CASY,--,0.00,667.22,62,7,5,75,136.9,15.4,2,RETAINED,N,N
2026-02-23,ROAD,"Construction Partners, Inc.",Industrials,7.45,131.90,61,5,6,82,308.2,41.6,2,RETAINED,N,N
2026-02-23,CFG,CFG,--,0.00,65.29,61,6,6,77,41.6,11.5,2,RETAINED,N,Y
2026-02-23,ROG,Rogers Corporation,Technology,1.95,107.49,61,5,7,74,1620.0,12.4,2,RETAINED,N,Y
2026-02-23,TEX,Terex Corporation,Industrials,7.75,68.17,60,7,4,86,200.0,7.2,2,RETAINED,N,N
2026-02-23,APH,APH,--,0.00,151.04,60,5,6,84,62.0,33.8,2,RETAINED,N,N
2026-02-23,PHIN,PHINIA Inc.,Consumer Cyclical,2.92,75.99,60,7,4,84,73.1,11.7,2,RETAINED,N,N
2026-02-23,SN,"SharkNinja, Inc.",Consumer Cyclical,18.44,130.64,60,7,4,79,46.6,-8.8,2,RETAINED,N,N
2026-02-23,FCFS,"FirstCash Holdings, Inc.",Financial Services,8.10,183.45,60,7,4,74,24.6,26.5,2,RETAINED,N,N
2026-02-23,AHR,AHR,--,0.00,51.93,59,7,4,78,76.0,5.6,2,RETAINED,N,N
2026-02-23,ADAM,ADAM,--,0.00,8.14,59,6,5,70,42.8,169.4,2,RETAINED,N,N
2026-02-23,PACS,"PACS Group, Inc.",Healthcare,6.06,38.68,58,7,4,98,40.9,11.3,2,RETAINED,N,N
2026-02-23,HL,Hecla Mining Company,Basic Materials,16.10,24.02,58,5,6,97,744.7,64.0,2,RETAINED,N,N
2026-02-23,HUBB,Hubbell Incorporated,Industrials,28.00,526.73,58,7,4,71,32.1,9.3,2,RETAINED,N,N
2026-02-23,NTR,Nutrien Ltd.,Basic Materials,34.68,71.20,58,6,5,71,310.6,18.3,2,RETAINED,N,N
2026-02-23,PAHC,Phibro Animal Health Corporation,Healthcare,2.14,52.80,57,6,4,89,31.5,7.5,2,RETAINED,N,N
2026-02-23,CMC,CMC,--,0.00,76.80,57,5,5,80,596.0,20.9,2,RETAINED,N,N
2026-02-23,AS,AS,--,0.00,41.96,57,4,7,71,829.2,7.4,2,RETAINED,N,Y
2026-02-23,WMS,"Advanced Drainage Systems, Inc.",Industrials,13.29,170.61,56,7,3,71,21.3,12.6,2,RETAINED,N,N
2026-02-23,HSAI,Hesai Group,Consumer Cyclical,4.46,27.76,55,6,4,90,74.3,10.5,2,RETAINED,N,N
2026-02-23,CIB,CIB,--,0.00,79.56,55,5,5,87,28.9,-0.5,2,RETAINED,N,Y
2026-02-23,HCSG,"Healthcare Services Group, Inc.",Healthcare,1.45,20.64,55,6,4,83,81.4,4.2,2,RETAINED,N,N
2026-02-23,CUK,CUK,--,0.00,31.83,55,6,4,80,441.0,9.0,2,RETAINED,N,N
2026-02-23,AZZ,AZZ,--,0.00,134.90,55,5,5,78,103.3,21.0,2,RETAINED,N,N
2026-02-23,CAAP,CAAP,--,0.00,29.25,55,7,3,77,45.7,11.4,2,RETAINED,N,N
2026-02-23,UMC,United Microelectronics Corporation,Technology,26.18,10.40,54,4,6,86,48.9,-2.1,2,RETAINED,N,Y
2026-02-23,KEYS,"Keysight Technologies, Inc.",Technology,41.84,243.54,52,6,4,77,37.9,9.3,2,RETAINED,N,N
2026-02-23,WCC,"WESCO International, Inc.",Industrials,14.45,296.99,52,4,6,75,35.1,13.6,2,RETAINED,N,Y
2026-02-23,KALU,Kaiser Aluminum Corporation,Basic Materials,2.09,129.02,50,5,4,87,456.3,10.2,2,RETAINED,N,N
2026-02-23,HXL,Hexcel Corporation,Industrials,7.16,89.94,48,5,4,75,60.6,7.6,2,RETAINED,N,N
2026-02-23,USFD,US Foods Holding Corp.,Consumer Defensive,21.56,96.71,42,3,5,76,60.0,4.8,2,RETAINED,N,N
2026-02-23,INTR,"Inter & Co, Inc.",Financial Services,4.08,9.25,34,3,3,74,22.2,17.2,2,RETAINED,N,N
